"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","OD1","REM","EQD"
"99800999999","2021-01-04T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","300,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","99999,9",,,"5,99,0057,1,999","SYN040RPRN6 46/// /3008 10017 90840 333 91211=",
"99800999999","2021-01-04T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","280,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","99999,9",,,"5,99,0051,1,999","SYN040RPRN6 46/// /2807 10014 90940 333 91210=",
"99800999999","2021-01-04T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","300,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0013,1","+9999,9","99999,9",,,"5,99,0051,1,999","SYN040RPRN6 46/// /3008 10013 91100 333 91210=",
"99800999999","2021-01-04T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","300,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","99999,9",,,"5,99,0046,1,999","SYN040RPRN6 46/// /3007 10012 91140 333 91209=",
"99800999999","2021-01-04T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","280,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0011,1","+9999,9","99999,9",,,"5,99,0031,1,999","SYN040RPRN6 46/// /2805 10011 91240 333 91206=",
"99800999999","2021-01-04T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","290,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","99999,9",,,"5,99,0031,1,999","SYN040RPRN6 46/// /2905 10012 91340 333 91206=",
"99800999999","2021-01-04T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","300,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","99999,9",,,"5,99,0036,1,999","SYN040RPRN6 46/// /3006 10014 91440 333 91207=",
"99800999999","2021-01-04T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","320,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0016,1","+9999,9","99999,9",,,"5,99,0041,1,999","SYN040RPRN6 46/// /3207 10016 91540 333 91208=",
"99800999999","2021-01-04T17:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","310,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0013,1","+9999,9","99999,9",,,"5,99,0051,1,999","SYN040RPRN6 46/// /3109 10013 91640 333 91210=",
"99800999999","2021-01-04T18:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","320,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0008,1","+9999,9","99999,9",,,"5,99,0036,1,999","SYN040RPRN6 46/// /3205 10008 91800 333 91207=",
"99800999999","2021-01-04T19:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","360,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0010,1","+9999,9","99999,9",,,"5,99,0015,1,999","SYN040RPRN6 46/// /3603 10010 91900 333 91203=",
