"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AT1","AT2","AT3","AT4","AT5","AU1","AU2","AW1","AW2","GA1","GA2","GA3","GD1","GD2","GD3","GD4","GE1","GF1","MA1","MW1","MW2","MW3","OC1","REM","EQD"
"74499404741","2022-01-01T00:10:00","4","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-16","99999","V020","999,9,C,0000,1","00091,1,9,N","000805,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,,,,,"4,99,1,+00091,1,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00091,1,99,9,99,9","10132,1,99999,9","10,1",,,,"MET055SPECI KSCH 010010Z 00000KT 1/2SM BR OVC003 04/04 A2992=",
"74499404741","2022-01-01T00:47:00","4","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","99999","V020","350,1,N,0015,1","00122,1,9,N","002414,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,,,,,"4,99,1,+00122,1,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9","10135,1,99999,9","10,1",,,,"MET057METAR KSCH 010047Z 35003KT 1 1/2SM BR OVC004 04/04 A2993=",
"74499404741","2022-01-01T02:47:00","4","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","99999","V020","999,9,C,0000,1","00061,1,9,N","000402,1,9,9","+0040,1","+0040,1","99999,9",,,,,,,,,,,,,"4,99,1,+00061,1,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00061,1,99,9,99,9","10132,1,99999,9","44,1",,,,"MET064METAR KSCH 010247Z 00000KT 1/4SM FG OVC002 04/04 A2992 RMK LAST=",
"74499404741","2022-01-02T12:51:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","040,5,N,0036,5","00122,5,M,N","003219,5,N,5","+0010,C","+0010,C","99999,9",,,,,,"0,0,00,1,0,1,5",,"10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9","10034,5,09897,5","10,1",,,,"MET08001/02/22 07:51:02 METAR KSCH 021251Z 04007KT 2SM BR OVC004 01/01 A2963 RMK FIRST","R01    017TMP046R02    017DPT046"
"74499404741","2022-01-02T13:53:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","040,5,N,0026,5","00122,5,M,N","003219,5,N,5","+0010,C","+0010,C","99999,9",,,,,,"0,0,00,1,0,1,5",,"10,5",,"07,5,+00122,5,99,9","07,5,+00335,5,99,9","08,5,+00610,5,99,9","3,99,1,+00122,5,9","3,99,1,+00335,5,9","4,99,1,+00610,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9","10044,5,09908,5","10,1",,,,"MET08801/02/22 08:53:02 METAR KSCH 021353Z 04005KT 2SM BR BKN004 BKN011 OVC020 01/01 A2966 RMK","R01    017TMP046R02    017DPT046"
"74499404741","2022-01-02T16:55:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","050,5,N,0031,5","00122,5,M,N","004828,5,N,5","+0010,C","+0010,C","99999,9",,,,,,"0,0,00,1,0,1,5",,"10,5",,"08,5,+00122,5,99,9",,,"4,99,1,+00122,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00122,1,99,9,99,9","10061,5,09924,5","10,1",,,,"MET07401/02/22 11:55:02 METAR KSCH 021655Z 05006KT 3SM BR OVC004 01/01 A2971 RMK","R01    017TMP046R02    017DPT046"
"74499404741","2022-01-02T18:49:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","050,5,N,0026,5","00152,5,M,N","004828,5,N,5","+0000,C","+0000,C","99999,9",,,,,,"1,0,03,0,0,2,5","0,0,00,1,0,3,5","10,5","71,5","07,5,+00152,5,99,9","08,5,+00396,5,99,9",,"3,99,1,+00152,5,9","4,99,1,+00396,5,9",,,,,"10058,5,09921,5","10,5","71,5",,,"MET08401/02/22 13:49:02 METAR KSCH 021849Z 05005KT 3SM -SNBR BKN005 OVC013 00/00 A2970 RMK","R01    007TMP046R02    007DPT046D01      0ADE735"
"74499404741","2022-01-02T19:48:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","010,5,N,0015,5","00213,5,M,N","004828,5,N,5","+0000,C","+0000,C","99999,9",,,,,,"1,0,03,0,0,1,5",,"71,5",,"08,5,+00213,5,99,9",,,"4,99,1,+00213,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00213,1,99,9,99,9","10075,5,09938,5","71,5",,,,"MET07501/02/22 14:48:02 METAR KSCH 021948Z 01003KT 3SM -SN OVC007 00/00 A2975 RMK","R01    007TMP046R02    007DPT046"
"74499404741","2022-01-02T21:53:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","280,5,N,0062,5","00274,5,M,N","008047,5,N,5","-0020,C","-0020,C","99999,9",,,,,,"1,0,03,0,0,1,5",,"71,5",,"07,5,+00274,5,99,9","07,5,+00579,5,99,9","08,5,+00732,5,99,9","3,99,1,+00274,5,9","3,99,1,+00579,5,9","4,99,1,+00732,5,9",,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00274,1,99,9,99,9","10108,5,09971,5","71,5",,,"0088,5","MET09401/02/22 16:53:02 METAR KSCH 022153Z 28012G17KT 5SM -SN BKN009 BKN019 OVC024 M02/M02 A2985 RMK","R01   M027TMP046R02   M027DPT046"
"74499404741","2022-01-02T22:25:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","290,5,N,0103,5","00732,5,M,N","016093,5,N,5","-0020,5","-0020,5","99999,9",,,,,,,,,,"08,5,+00732,5,99,9",,,"4,99,1,+00732,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00732,1,99,9,99,9","10115,5,09978,5",,,,"0139,5","MET07701/02/22 17:25:02 METAR KSCH 022225Z 29020G27KT 10SM OVC024 M02/M02 A2987 RMK",
"74499404741","2022-01-02T22:46:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","290,5,N,0051,5","00732,5,M,N","016093,5,N,5","-0020,C","-0030,C","99999,9",,,,,,,,,,"08,5,+00732,5,99,9",,,"4,99,1,+00732,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00732,1,99,9,99,9","10125,5,09988,5",,,,"0103,5","MET07701/02/22 17:46:02 METAR KSCH 022246Z 29010G20KT 10SM OVC024 M02/M03 A2990 RMK","R01   M027TMP046R02   M037DPT046"
"74499404741","2022-01-02T23:03:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","290,5,N,0046,5","99999,9,9,N","999999,9,N,5","+0010,6","+9999,9","99999,9",,,,,,"0,0,00,0,0,1,7",,,,,,,,,,,,,"10129,5,09991,5",,,,"0082,5","MET06301/02/22 18:03:02 METAR KSCH 022303Z 29009G16KT 2 1/2 A2991 RMK","P01 +00202ATOD  R01      7SKY009R02     17TMP032R03     27DPT032R04     27AWW013R05      7GAS009D01      0ADE693D02      0ADE539"
"74499404741","2022-01-02T23:56:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","340,5,N,0031,5","00549,5,M,N","016093,5,N,5","-0020,5","-0030,5","99999,9",,,,,,,,,,"08,5,+00549,5,99,9",,,"4,99,1,+00549,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10142,5,10005,5",,,,"0072,5","MET07701/02/22 18:56:02 METAR KSCH 022356Z 34006G14KT 10SM OVC018 M02/M03 A2995 RMK",
"74499404741","2022-01-03T00:58:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","300,5,N,0057,5","00549,5,M,N","016093,5,N,5","-0030,5","-0040,5","99999,9",,,,,,,,,,"08,5,+00549,5,99,9",,,"4,99,1,+00549,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10152,5,10015,5",,,,"0103,5","MET07701/02/22 19:58:01 METAR KSCH 030058Z 30011G20KT 10SM OVC018 M03/M04 A2998 RMK",
"74499404741","2022-01-03T01:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","290,5,N,0072,5","00549,5,M,N","016093,5,N,5","-0030,5","-0040,5","99999,9",,,,,,,,,,"08,5,+00549,5,99,9",,,"4,99,1,+00549,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00549,1,99,9,99,9","10156,5,10018,5",,,,"0103,5","MET08201/02/22 20:45:01 METAR KSCH 030145Z 29014G20KT 10SM OVC018 M03/M04 A2999 RMK LAST",
"74499404741","2022-01-03T04:59:00","O","42.85","-73.95","115.2","SCHENECTADY, NY US","SOD  ","KSCH ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","AU,18,SN  ,5","AU,13,BR  ,5",,,,,,,,,,,,,,,,,,,,,,,
"74499404741","2022-01-03T12:46:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","310,5,N,0031,5","00671,5,M,N","016093,5,N,5","-0080,5","-0130,5","99999,9",,,,,,,,,,"04,5,+00427,5,99,9","07,5,+00671,5,99,9",,"2,99,1,+00427,5,9","3,99,1,+00671,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00427,1,99,9,99,9","10234,5,10095,5",,,,,"MET08701/03/22 07:46:02 METAR KSCH 031246Z 31006KT 10SM SCT014 BKN022 M08/M13 A3022 RMK FIRST",
"74499404741","2022-01-03T13:51:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","330,5,N,0031,5","00671,5,M,N","024140,5,N,5","-0080,C","-0120,C","99999,9",,,,,,,,,,"04,5,+00488,5,99,9","07,5,+00671,5,99,9",,"2,99,1,+00488,5,9","3,99,1,+00671,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9","10244,5,10105,5",,,,,"MET08101/03/22 08:51:02 METAR KSCH 031351Z 33006KT 15SM SCT016 BKN022 M08/M12 A3025 RMK","R01   M087TMP046R02   M127DPT046"
"74499404741","2022-01-03T14:46:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","310,5,N,0041,5","00488,5,M,N","024140,5,N,5","-0080,C","-0120,C","99999,9",,,,,,,,,,"07,5,+00488,5,99,9","08,5,+00671,5,99,9",,"3,99,1,+00488,5,9","4,99,1,+00671,5,9",,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00488,1,99,9,99,9","10247,5,10108,5",,,,,"MET08101/03/22 09:46:02 METAR KSCH 031446Z 31008KT 15SM BKN016 OVC022 M08/M12 A3026 RMK","R01   M087TMP046R02   M127DPT046"
"74499404741","2022-01-03T15:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","360,5,N,0026,5","00610,5,M,N","024140,5,N,5","-0070,C","-0110,C","99999,9",,,,,,,,,,"07,5,+00610,5,99,9",,,"3,99,1,+00610,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00610,1,99,9,99,9","10240,5,10102,5",,,,,"MET07401/03/22 10:45:02 METAR KSCH 031545Z 36005KT 15SM BKN020 M07/M11 A3024 RMK","R01   M077TMP046R02   M117DPT046"
"74499404741","2022-01-03T16:54:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","030,5,N,0026,5","00579,5,M,N","024140,5,N,5","-0070,C","-0110,C","99999,9",,,,,,,,,,"07,5,+00579,5,99,9",,,"3,99,1,+00579,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00579,1,99,9,99,9","10240,5,10102,5",,,,,"MET07401/03/22 11:54:02 METAR KSCH 031654Z 03005KT 15SM BKN019 M07/M11 A3024 RMK","R01   M077TMP046R02   M117DPT046"
"74499404741","2022-01-03T17:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","070,5,N,0036,5","00518,5,M,N","024140,5,N,5","-0080,C","-0110,C","99999,9",,,,,,,,,,"08,5,+00518,5,99,9",,,"4,99,1,+00518,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9","10227,5,10088,5",,,,,"MET07401/03/22 12:45:02 METAR KSCH 031745Z 07007KT 15SM OVC017 M08/M11 A3020 RMK","R01   M087TMP046R02   M117DPT046"
"74499404741","2022-01-03T18:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","040,5,N,0026,5","00518,5,M,N","024140,5,N,5","-0070,C","-0110,C","99999,9",,,,,,,,,,"07,5,+00518,5,99,9",,,"3,99,1,+00518,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00518,1,99,9,99,9","10220,5,10082,5",,,,,"MET07401/03/22 13:45:02 METAR KSCH 031845Z 04005KT 15SM BKN017 M07/M11 A3018 RMK","R01   M077TMP046R02   M117DPT046"
"74499404741","2022-01-03T19:56:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","050,5,N,0036,5","00701,5,M,N","024140,5,N,5","-0080,C","-0110,C","99999,9",,,,,,,,,,"07,5,+00701,5,99,9",,,"3,99,1,+00701,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00701,1,99,9,99,9","10224,5,10085,5",,,,,"MET07401/03/22 14:56:02 METAR KSCH 031956Z 05007KT 15SM BKN023 M08/M11 A3019 RMK","R01   M087TMP046R02   M117DPT046"
"74499404741","2022-01-03T20:58:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","030,5,N,0041,5","00732,5,M,N","016093,5,N,5","-0080,C","-0110,C","99999,9",,,,,,,,,,"08,5,+00732,5,99,9",,,"4,99,1,+00732,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00732,1,99,9,99,9","10224,5,10085,5",,,,,"MET07401/03/22 15:58:02 METAR KSCH 032058Z 03008KT 10SM OVC024 M08/M11 A3019 RMK","R01   M087TMP046R02   M117DPT046"
"74499404741","2022-01-03T21:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","040,5,N,0046,5","00792,5,M,N","016093,5,N,5","-0080,C","-0110,C","99999,9",,,,,,,,,,"08,5,+00792,5,99,9",,,"4,99,1,+00792,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00792,1,99,9,99,9","10227,5,10088,5",,,,,"MET07401/03/22 16:45:02 METAR KSCH 032145Z 04009KT 10SM OVC026 M08/M11 A3020 RMK","R01   M087TMP046R02   M117DPT046"
"74499404741","2022-01-03T22:47:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","020,5,N,0041,5","00853,5,M,N","016093,5,N,5","-0090,C","-0120,C","99999,9",,,,,,,,,,"08,5,+00853,5,99,9",,,"4,99,1,+00853,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9","10237,5,10098,5",,,,,"MET07401/03/22 17:47:02 METAR KSCH 032247Z 02008KT 10SM OVC028 M09/M12 A3023 RMK","R01   M097TMP046R02   M127DPT046"
"74499404741","2022-01-03T23:52:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","030,5,N,0031,5","00853,5,M,N","016093,5,N,5","-0090,C","-0120,C","99999,9",,,,,,"1,0,03,0,0,1,5",,"71,5",,"08,5,+00853,5,99,9",,,"4,99,1,+00853,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9","10240,5,10102,5","71,5",,,,"MET07801/03/22 18:52:02 METAR KSCH 032352Z 03006KT 10SM -SN OVC028 M09/M12 A3024 RMK","R01   M097TMP046R02   M127DPT046"
"74499404741","2022-01-04T00:54:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","040,5,N,0021,5","00853,5,M,N","016093,5,N,5","-0090,C","-0130,C","99999,9",,,,,,"1,0,03,0,0,1,5",,"71,5",,"08,5,+00853,5,99,9",,,"4,99,1,+00853,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9","10251,5,10112,5","71,5",,,,"MET07801/03/22 19:54:01 METAR KSCH 040054Z 04004KT 10SM -SN OVC028 M09/M13 A3027 RMK","R01   M097TMP046R02   M137DPT046"
"74499404741","2022-01-04T01:50:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","030,5,N,0021,5","00853,5,M,N","011265,5,N,5","-0090,C","-0130,C","99999,9",,,,,,"1,0,03,0,0,1,5",,"71,5",,"08,5,+00853,5,99,9",,,"4,99,1,+00853,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9","10254,5,10115,5","71,5",,,,"MET07701/03/22 20:50:01 METAR KSCH 040150Z 03004KT 7SM -SN OVC028 M09/M13 A3028 RMK","R01   M097TMP046R02   M137DPT046"
"74499404741","2022-01-04T02:52:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","030,5,N,0021,5","00853,5,M,N","011265,5,N,5","-0100,C","-0130,C","99999,9",,,,,,"1,0,03,0,0,1,5",,"71,5",,"08,5,+00853,5,99,9",,,"4,99,1,+00853,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,00853,1,99,9,99,9","10257,5,10119,5","71,5",,,,"MET08201/03/22 21:52:01 METAR KSCH 040252Z 03004KT 7SM -SN OVC028 M10/M13 A3029 RMK LAST","R01   M107TMP046R02   M137DPT046"
"74499404741","2022-01-04T04:59:00","O","42.85","-73.95","115.2","SCHENECTADY, NY US","SOD  ","KSCH ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","AU,18,SN  ,5",,,,,,,,,,,,,,,,,,,,,,,,
"74499404741","2022-01-04T12:57:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","999,9,C,0000,5","01311,5,M,N","016093,5,N,5","-0120,C","-0140,C","99999,9",,,,,,,,,,"07,5,+01311,5,99,9",,,"3,99,1,+01311,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01311,1,99,9,99,9","10288,5,10149,5",,,,,"MET08001/04/22 07:57:01 METAR KSCH 041257Z 00000KT 10SM BKN043 M12/M14 A3038 RMK FIRST","R01   M127TMP046R02   M147DPT046"
"74499404741","2022-01-04T13:48:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","999,9,C,0000,5","01250,5,M,N","024140,5,N,5","-0100,C","-0130,C","99999,9",,,,,,,,,,"08,5,+01250,5,99,9",,,"4,99,1,+01250,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01250,1,99,9,99,9","10288,5,10149,5",,,,,"MET07401/04/22 08:48:01 METAR KSCH 041348Z 00000KT 15SM OVC041 M10/M13 A3038 RMK","R01   M107TMP046R02   M137DPT046"
"74499404741","2022-01-04T14:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","170,5,N,0021,5","01189,5,M,N","024140,5,N,5","-0090,C","-0130,C","99999,9",,,,,,,,,,"08,5,+01189,5,99,9",,,"4,99,1,+01189,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01189,1,99,9,99,9","10288,5,10149,5",,,,,"MET07401/04/22 09:45:01 METAR KSCH 041445Z 17004KT 15SM OVC039 M09/M13 A3038 RMK","R01   M097TMP046R02   M137DPT046"
"74499404741","2022-01-04T15:59:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","200,5,N,0026,5","01128,5,M,N","024140,5,N,5","-0060,C","-0120,C","99999,9",,,,,,,,,,"08,5,+01128,5,99,9",,,"4,99,1,+01128,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01128,1,99,9,99,9","10278,5,10139,5",,,,,"MET07401/04/22 10:59:01 METAR KSCH 041559Z 20005KT 15SM OVC037 M06/M12 A3035 RMK","R01   M067TMP046R02   M127DPT046"
"74499404741","2022-01-04T18:47:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","999,9,C,0000,5","01067,5,M,N","024140,5,N,5","-0040,C","-0100,C","99999,9",,,,,,,,,,"08,5,+01067,5,99,9",,,"4,99,1,+01067,5,9",,,,"9,AGL   ,+99999,+99999","99,99,9,99,9,99,9,01067,1,99,9,99,9","10264,5,10125,5",,,,,"MET07401/04/22 13:47:01 METAR KSCH 041847Z 00000KT 15SM OVC035 M04/M10 A3031 RMK","R01   M047TMP046R02   M107DPT046"
"74499404741","2022-01-04T20:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","999,9,C,0000,5","22000,5,9,N","024140,5,N,5","-0010,C","-0090,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10254,5,10115,5",,,,,"MET07101/04/22 15:45:01 METAR KSCH 042045Z 00000KT 15SM CLR M01/M09 A3028 RMK","R01   M017TMP046R02   M097DPT046"
"74499404741","2022-01-04T21:46:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","150,5,N,0021,5","22000,5,9,N","024140,5,N,5","-0020,C","-0090,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10251,5,10112,5",,,,,"MET07101/04/22 16:46:01 METAR KSCH 042146Z 15004KT 15SM CLR M02/M09 A3027 RMK","R01   M027TMP046R02   M097DPT046"
"74499404741","2022-01-04T22:46:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0030,C","-0090,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10254,5,10115,5",,,,,"MET07101/04/22 17:46:01 METAR KSCH 042246Z 00000KT 10SM CLR M03/M09 A3028 RMK","R01   M037TMP046R02   M097DPT046"
"74499404741","2022-01-04T23:54:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","160,5,N,0021,5","22000,5,9,N","016093,5,N,5","-0030,C","-0090,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10251,5,10112,5",,,,,"MET07101/04/22 18:54:02 METAR KSCH 042354Z 16004KT 10SM CLR M03/M09 A3027 RMK","R01   M037TMP046R02   M097DPT046"
"74499404741","2022-01-05T00:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0030,C","-0090,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10247,5,10108,5",,,,,"MET07101/04/22 19:45:01 METAR KSCH 050045Z 00000KT 10SM CLR M03/M09 A3026 RMK","R01   M037TMP046R02   M097DPT046"
"74499404741","2022-01-05T01:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","-0030,C","-0080,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10240,5,10102,5",,,,,"MET07101/04/22 20:45:01 METAR KSCH 050145Z 00000KT 10SM CLR M03/M08 A3024 RMK","R01   M037TMP046R02   M087DPT046"
"74499404741","2022-01-05T02:45:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","160,5,N,0015,5","22000,5,9,N","016093,5,N,5","-0030,C","-0080,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10234,5,10095,5",,,,,"MET07601/04/22 21:45:01 METAR KSCH 050245Z 16003KT 10SM CLR M03/M08 A3022 RMK LAST","R01   M037TMP046R02   M087DPT046"
"74499404741","2022-01-05T12:51:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","190,5,N,0031,5","22000,5,9,N","024140,5,N,5","-0020,C","-0080,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10132,5,09995,5",,,,"0072,5","MET08001/05/22 07:51:02 METAR KSCH 051251Z 19006G14KT 15SM CLR M02/M08 A2992 RMK FIRST","R01   M027TMP046R02   M087DPT046"
"74499404741","2022-01-05T13:56:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","160,5,N,0031,5","22000,5,9,N","024140,5,N,5","-0010,C","-0070,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10129,5,09991,5",,,,,"MET07101/05/22 08:56:02 METAR KSCH 051356Z 16006KT 15SM CLR M01/M07 A2991 RMK","R01   M017TMP046R02   M077DPT046"
"74499404741","2022-01-05T14:47:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","140,5,N,0015,5","22000,5,9,N","024140,5,N,5","-0010,C","-0060,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10119,5,09981,5",,,,,"MET07101/05/22 09:47:02 METAR KSCH 051447Z 14003KT 15SM CLR M01/M06 A2988 RMK","R01   M017TMP046R02   M067DPT046"
"74499404741","2022-01-05T15:59:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","180,5,N,0031,5","22000,5,9,N","024140,5,N,5","+0010,C","-0040,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10095,5,09958,5",,,,"0077,5","MET07301/05/22 10:59:02 METAR KSCH 051559Z 18006G15KT 15SM CLR 01/M04 A2981 RMK","R01    017TMP046R02   M047DPT046"
"74499404741","2022-01-05T16:48:00","7","42.85","-73.95","115.2","SCHENECTADY, NY US","FM-15","KSCH ","V020","190,5,N,0041,5","22000,5,9,N","024140,5,N,5","+0010,C","-0030,C","99999,9",,,,,,,,,,"00,5,+99999,9,99,9",,,"0,99,1,+99999,9,9",,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","10091,5,09954,5",,,,,"MET07001/05/22 11:48:02 METAR KSCH 051648Z 19008KT 15SM CLR 01/M03 A2980 RMK","R01    017TMP046R02   M037DPT046"
