"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","MD1","OD1","REM"
"99800999999","2022-03-15T03:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0046,1","+9999,9","10237,1",,"9,9,000,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /0000 10046 40237 50000 90300 333 91203="
"99800999999","2022-03-15T04:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","350,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0030,1","+9999,9","10240,1",,"5,1,000,1,+999,9","5,99,0057,1,999","SYN052RPRN6 46/// /3507 10030 40240 55000 90400 333 91211="
"99800999999","2022-03-15T05:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0023,1","+9999,9","10244,1",,"3,1,007,1,+999,9","5,99,0005,1,999","SYN052RPRN6 46/// /0000 10023 40244 53007 90500 333 91201="
"99800999999","2022-03-15T06:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","070,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0023,1","+9999,9","10251,1",,"3,1,014,1,+999,9","5,99,0057,1,999","SYN052RPRN6 46/// /0707 10023 40251 53014 90600 333 91211="
"99800999999","2022-03-15T07:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0022,1","+9999,9","10254,1",,"1,1,014,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /0604 10022 40254 51014 90700 333 91206="
"99800999999","2022-03-15T08:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","150,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10251,1",,,"5,99,0015,1,999","SYN046RPRN6 46/// /1501 10019 40251 90740 333 91203="
"99800999999","2022-03-15T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","160,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","10247,1",,"8,1,004,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /1602 10017 40247 58004 90900 333 91203="
"99800999999","2022-03-15T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","10251,1",,"5,1,003,1,+999,9","5,99,0000,1,999","SYN052RPRN6 46/// /0000 10017 40251 55003 91000 333 91200="
"99800999999","2022-03-15T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","10254,1",,"3,1,007,1,+999,9","5,99,0000,1,999","SYN052RPRN6 46/// /0000 10012 40254 53007 91100 333 91200="
"99800999999","2022-03-15T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","10257,1",,"1,1,010,1,+999,9","5,99,0010,1,999","SYN052RPRN6 46/// /0000 10012 40257 51010 91200 333 91202="
"99800999999","2022-03-15T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","10261,1",,"3,1,010,1,+999,9","5,99,0000,1,999","SYN052RPRN6 46/// /0000 10017 40261 53010 91300 333 91200="
"99800999999","2022-03-15T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10261,1",,"1,1,007,1,+999,9","5,99,0021,1,999","SYN052RPRN6 46/// /0603 10019 40261 51007 91400 333 91204="
"99800999999","2022-03-15T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","080,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0020,1","+9999,9","10261,1",,"1,1,004,1,+999,9","5,99,0041,1,999","SYN052RPRN6 46/// /0807 10020 40261 51004 91500 333 91208="
"99800999999","2022-03-15T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","070,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10254,1",,"8,1,007,1,+999,9","5,99,0051,1,999","SYN052RPRN6 46/// /0709 10019 40254 58007 91600 333 91210="
"99800999999","2022-03-15T17:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","070,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0020,1","+9999,9","10247,1",,"8,1,014,1,+999,9","5,99,0067,1,999","SYN052RPRN6 46/// /0711 10020 40247 58014 91700 333 91213="
"99800999999","2022-03-15T18:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","070,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0020,1","+9999,9","10240,1",,"7,1,021,1,+999,9","5,99,0062,1,999","SYN052RPRN6 46/// /0709 10020 40240 57021 91800 333 91212="
"99800999999","2022-03-15T19:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","050,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0020,1","+9999,9","10234,1",,"6,1,020,1,+999,9","5,99,0062,1,999","SYN052RPRN6 46/// /0510 10020 40234 56020 91900 333 91212="
"99800999999","2022-03-15T20:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","070,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","10230,1",,"6,1,017,1,+999,9","5,99,0057,1,999","SYN052RPRN6 46/// /0709 10014 40230 56017 92000 333 91211="
"99800999999","2022-03-15T21:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0016,1","+9999,9","10227,1",,"6,1,013,1,+999,9","5,99,0057,1,999","SYN052RPRN6 46/// /0610 10016 40227 56013 92100 333 91211="
"99800999999","2022-03-15T22:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","090,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0016,1","+9999,9","10224,1",,"6,1,010,1,+999,9","5,99,0041,1,999","SYN052RPRN6 46/// /0907 10016 40224 56010 92200 333 91208="
"99800999999","2022-03-15T23:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","190,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","10227,1",,"5,1,003,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /1903 10017 40227 55003 92300 333 91206="
"99800999999","2022-03-16T00:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","10227,1",,"5,1,000,1,+999,9","5,99,0021,1,999","SYN052RPRN6 46/// /0604 10017 40227 55000 90000 333 91204="
"99800999999","2022-03-16T01:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","050,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10227,1",,"1,1,003,1,+999,9","5,99,0026,1,999","SYN052RPRN6 46/// /0504 10019 40227 51003 90100 333 91205="
"99800999999","2022-03-16T02:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","020,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0021,1","+9999,9","10234,1",,"3,1,007,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /0202 10021 40234 53007 90200 333 91203="
"99800999999","2022-03-16T03:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","320,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10230,1",,"9,9,003,1,+999,9","5,99,0010,1,999","SYN052RPRN6 46/// /3202 10019 40230 50003 90300 333 91202="
"99800999999","2022-03-16T04:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","200,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10230,1",,"1,1,003,1,+999,9","5,99,0021,1,999","SYN052RPRN6 46/// /2002 10019 40230 51003 90400 333 91204="
"99800999999","2022-03-16T05:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","280,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","10234,1",,"5,1,000,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /2801 10017 40234 55000 90500 333 91203="
"99800999999","2022-03-16T06:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10230,1",,"9,9,000,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /2405 10019 40230 50000 90600 333 91206="
"99800999999","2022-03-16T07:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10234,1",,"2,1,004,1,+999,9","5,99,0026,1,999","SYN052RPRN6 46/// /2204 10019 40234 52004 90700 333 91205="
"99800999999","2022-03-16T08:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","270,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10230,1",,"7,1,004,1,+999,9","5,99,0026,1,999","SYN052RPRN6 46/// /2703 10019 40230 57004 90800 333 91205="
"99800999999","2022-03-16T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","010,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0015,1","+9999,9","10230,1",,"9,9,000,1,+999,9","5,99,0010,1,999","SYN052RPRN6 46/// /0102 10015 40230 50000 90900 333 91202="
"99800999999","2022-03-16T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","10234,1",,"5,1,000,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /0603 10014 40234 55000 91000 333 91203="
"99800999999","2022-03-16T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","170,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10237,1",,"3,1,007,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /1703 10019 40237 53007 91100 333 91206="
"99800999999","2022-03-16T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","180,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0021,1","+9999,9","10240,1",,"1,1,010,1,+999,9","5,99,0036,1,999","SYN052RPRN6 46/// /1803 10021 40240 51010 91200 333 91207="
"99800999999","2022-03-16T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","110,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0020,1","+9999,9","10240,1",,"1,1,006,1,+999,9","5,99,0021,1,999","SYN052RPRN6 46/// /1104 10020 40240 51006 91300 333 91204="
"99800999999","2022-03-16T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","150,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0023,1","+9999,9","10240,1",,"1,1,003,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /1504 10023 40240 51003 91400 333 91206="
"99800999999","2022-03-16T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","120,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0025,1","+9999,9","10240,1",,"4,1,000,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /1206 10025 40240 54000 91500 333 91206="
"99800999999","2022-03-16T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","070,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0027,1","+9999,9","10237,1",,"8,1,003,1,+999,9","5,99,0036,1,999","SYN052RPRN6 46/// /0706 10027 40237 58003 91600 333 91207="
"99800999999","2022-03-16T17:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0024,1","+9999,9","10230,1",,"8,1,010,1,+999,9","5,99,0051,1,999","SYN052RPRN6 46/// /0608 10024 40230 58010 91700 333 91210="
"99800999999","2022-03-16T18:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0027,1","+9999,9","10224,1",,"8,1,016,1,+999,9","5,99,0036,1,999","SYN052RPRN6 46/// /0606 10027 40224 58016 91800 333 91207="
"99800999999","2022-03-16T19:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","360,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0031,1","+9999,9","10217,1",,"7,1,020,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /3603 10031 40217 57020 91900 333 91203="
"99800999999","2022-03-16T20:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","360,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0037,1","+9999,9","10213,1",,"6,1,017,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /3603 10037 40213 56017 92000 333 91203="
"99800999999","2022-03-16T21:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","050,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0022,1","+9999,9","10203,1",,"8,1,021,1,+999,9","5,99,0046,1,999","SYN052RPRN6 46/// /0508 10022 40203 58021 92100 333 91209="
"99800999999","2022-03-16T23:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","090,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0013,1","+9999,9","10196,1",,,"5,99,0026,1,999","SYN046RPRN6 46/// /0905 10013 40196 92310 333 91205="
"99800999999","2022-03-17T00:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","070,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0015,1","+9999,9","10200,1",,"7,1,003,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /0705 10015 40200 57003 90000 333 91206="
"99800999999","2022-03-17T01:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","090,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0013,1","+9999,9","10196,1",,,"5,99,0026,1,999","SYN046RPRN6 46/// /0903 10013 40196 90040 333 91205="
"99800999999","2022-03-17T02:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","160,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","10186,1",,,"5,99,0021,1,999","SYN046RPRN6 46/// /1603 10014 40186 90210 333 91204="
"99800999999","2022-03-17T03:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","10179,1",,"7,1,021,1,+999,9","5,99,0005,1,999","SYN052RPRN6 46/// /0000 10017 40179 57021 90300 333 91201="
"99800999999","2022-03-17T05:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","170,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0015,1","+9999,9","10166,1",,,"5,99,0015,1,999","SYN046RPRN6 46/// /1703 10015 40166 90510 333 91203="
"99800999999","2022-03-17T06:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","190,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0016,1","+9999,9","10163,1",,"7,1,016,1,+999,9","5,99,0010,1,999","SYN052RPRN6 46/// /1902 10016 40163 57016 90600 333 91202="
"99800999999","2022-03-17T07:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0019,1","+9999,9","10156,1",,,"5,99,0010,1,999","SYN046RPRN6 46/// /0000 10019 40156 90700 333 91202="
"99800999999","2022-03-17T08:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","180,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0023,1","+9999,9","10149,1",,,"5,99,0026,1,999","SYN046RPRN6 46/// /1802 10023 40149 90740 333 91205="
"99800999999","2022-03-17T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","080,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0018,1","+9999,9","10142,1",,"6,1,021,1,+999,9","5,99,0021,1,999","SYN052RPRN6 46/// /0803 10018 40142 56021 90900 333 91204="
"99800999999","2022-03-17T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","330,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0052,1","+9999,9","10146,1",,"5,1,010,1,+999,9","5,99,0021,1,999","SYN052RPRN6 46/// /3303 10052 40146 55010 91000 333 91204="
"99800999999","2022-03-17T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","210,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0075,1","+9999,9","10142,1",,"7,1,004,1,+999,9","5,99,0062,1,999","SYN052RPRN6 46/// /2109 10075 40142 57004 91100 333 91212="
"99800999999","2022-03-17T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","210,1,N,0062,1","99999,9,9,N","999999,9,9,9","+0094,1","+9999,9","10146,1",,"2,1,004,1,+999,9","5,99,0093,1,999","SYN052RPRN6 46/// /2112 10094 40146 52004 91200 333 91218="
"99800999999","2022-03-17T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","210,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0118,1","+9999,9","10146,1",,"5,1,000,1,+999,9","5,99,0098,1,999","SYN052RPRN6 46/// /2113 10118 40146 55000 91300 333 91219="
"99800999999","2022-03-17T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0140,1","+9999,9","10142,1",,"9,9,000,1,+999,9","5,99,0093,1,999","SYN052RPRN6 46/// /2213 10140 40142 50000 91400 333 91218="
"99800999999","2022-03-17T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","330,1,N,0026,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10146,1",,"5,1,000,1,+999,9","5,99,0041,1,999","SYN052RPRN6 46/// /3305 1//// 40146 55000 91500 333 91208="
"99800999999","2022-03-17T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","330,1,N,0021,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10142,1",,"7,1,004,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /3304 1//// 40142 57004 91600 333 91206="
"99800999999","2022-03-17T17:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","340,1,N,0021,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10142,1",,,"5,99,0026,1,999","SYN046RPRN6 46/// /3404 1//// 40142 91640 333 91205="
"99800999999","2022-03-17T18:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","300,1,N,0005,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10139,1",,"6,1,007,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /3001 1//// 40139 56007 91800 333 91203="
"99800999999","2022-03-17T19:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0036,1","+9999,9","10132,1",,"8,1,010,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /0000 10036 40132 58010 91900 333 91203="
"99800999999","2022-03-17T20:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","300,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0045,1","+9999,9","10129,1",,"8,1,010,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /3002 10045 40129 58010 92000 333 91203="
"99800999999","2022-03-17T21:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","140,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0057,1","+9999,9","10125,1",,"6,1,014,1,+999,9","5,99,0031,1,999","SYN052RPRN6 46/// /1405 10057 40125 56014 92100 333 91206="
"99800999999","2022-03-17T22:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","110,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0078,1","+9999,9","10125,1",,"6,1,007,1,+999,9","5,99,0026,1,999","SYN052RPRN6 46/// /1105 10078 40125 56007 92200 333 91205="
"99800999999","2022-03-17T23:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","110,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0085,1","+9999,9","10129,1",,"5,1,000,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /1103 10085 40129 55000 92300 333 91203="
"99800999999","2022-03-18T00:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","140,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0072,1","+9999,9","10132,1",,"3,1,007,1,+999,9","5,99,0021,1,999","SYN052RPRN6 46/// /1403 10072 40132 53007 90000 333 91204="
"99800999999","2022-03-18T01:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","140,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0066,1","+9999,9","10135,1",,"1,1,010,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /1403 10066 40135 51010 90100 333 91203="
"99800999999","2022-03-18T02:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","200,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0074,1","+9999,9","10135,1",,,"5,99,0021,1,999","SYN046RPRN6 46/// /2003 10074 40135 90140 333 91204="
"99800999999","2022-03-18T03:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","130,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0083,1","+9999,9","10135,1",,"1,1,003,1,+999,9","5,99,0015,1,999","SYN052RPRN6 46/// /1303 10083 40135 51003 90300 333 91203="
"99800999999","2022-03-18T04:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0041,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10135,1",,"4,1,000,1,+999,9","5,99,0046,1,999","SYN052RPRN6 46/// /2208 1//// 40135 54000 90400 333 91209="
"99800999999","2022-03-18T05:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0117,1","+9999,9","10132,1",,"8,1,003,1,+999,9","5,99,0051,1,999","SYN052RPRN6 46/// /2209 10117 40132 58003 90500 333 91210="
"99800999999","2022-03-18T06:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","230,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0126,1","+9999,9","10139,1",,"3,1,004,1,+999,9","5,99,0051,1,999","SYN052RPRN6 46/// /2307 10126 40139 53004 90600 333 91210="
"99800999999","2022-03-18T07:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0110,1","+9999,9","10135,1",,"9,9,000,1,+999,9","5,99,0046,1,999","SYN052RPRN6 46/// /2208 10110 40135 50000 90700 333 91209="
"99800999999","2022-03-18T08:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0110,1","+9999,9","10135,1",,"1,1,003,1,+999,9","5,99,0057,1,999","SYN052RPRN6 46/// /2208 10110 40135 51003 90800 333 91211="
"99800999999","2022-03-18T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0105,1","+9999,9","10139,1",,"5,1,000,1,+999,9","5,99,0051,1,999","SYN052RPRN6 46/// /2209 10105 40139 55000 90900 333 91210="
"99800999999","2022-03-18T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","280,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0059,1","+9999,9","10146,1",,"3,1,011,1,+999,9","5,99,0010,1,999","SYN052RPRN6 46/// /2802 10059 40146 53011 91000 333 91202="
"99800999999","2022-03-18T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0059,1","+9999,9","10142,1",,"9,9,007,1,+999,9","5,99,0010,1,999","SYN052RPRN6 46/// /0000 10059 40142 50007 91100 333 91202="
"99800999999","2022-03-18T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","260,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0060,1","+9999,9","10149,1",,"2,1,010,1,+999,9","5,99,0021,1,999","SYN052RPRN6 46/// /2602 10060 40149 52010 91200 333 91204="
"99800999999","2022-03-18T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0097,1","+9999,9","10166,1",,"3,1,020,1,+999,9","5,99,0026,1,999","SYN052RPRN6 46/// /2304 10097 40166 53020 91300 333 91205="
"99800999999","2022-03-18T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0110,1","+9999,9","10166,1",,"1,1,024,1,+999,9","5,99,0005,1,999","SYN052RPRN6 46/// /0000 10110 40166 51024 91400 333 91201="
"99800999999","2022-03-18T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","330,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0062,1","+9999,9","10173,1",,"1,1,024,1,+999,9","5,99,0041,1,999","SYN052RPRN6 46/// /3302 10062 40173 51024 91500 333 91208="
"99800999999","2022-03-18T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","350,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0046,1","+9999,9","10169,1",,"9,9,003,1,+999,9","5,99,0046,1,999","SYN052RPRN6 46/// /3506 10046 40169 50003 91600 333 91209="
