"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MA1","OD1","REM","EQD"
"99800999999","2020-01-31T05:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","190,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0035,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /1902 11035 90450 333 91203=",
"99800999999","2020-01-31T06:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","210,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0033,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /2103 11033 90540 333 91204=",
"99800999999","2020-01-31T07:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0032,1","+9999,9","99999,9",,"5,99,0031,1,999","SYN040RPRN6 46/// /2205 11032 90640 333 91206=",
"99800999999","2020-01-31T08:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","250,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0030,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /2504 11030 90740 333 91204=",
"99800999999","2020-01-31T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0026,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /2406 11026 90840 333 91207=",
"99800999999","2020-01-31T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","260,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0024,1","+9999,9","99999,9",,"5,99,0031,1,999","SYN040RPRN6 46/// /2605 11024 90940 333 91206=",
"99800999999","2020-01-31T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","280,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0018,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /2805 11018 91100 333 91207=",
"99800999999","2020-01-31T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","340,1,N,0041,1","99999,9,9,N","999999,9,9,9","-0013,1","+9999,9","99999,9",,"5,99,0057,1,999","SYN040RPRN6 46/// /3408 11013 91140 333 91211=",
"99800999999","2020-01-31T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","280,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0017,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /2805 11017 91240 333 91207=",
"99800999999","2020-01-31T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","290,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0016,1","+9999,9","99999,9",,"5,99,0031,1,999","SYN040RPRN6 46/// /2904 11016 91340 333 91206=",
"99800999999","2020-01-31T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","330,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0012,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /3303 11012 91500 333 91204=",
"99800999999","2020-01-31T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","300,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9",,"5,99,0010,1,999","SYN040RPRN6 46/// /3001 11010 91610 333 91202=",
"99800999999","2020-01-31T17:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","350,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /3502 11009 91640 333 91204=",
"99800999999","2020-01-31T18:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","030,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /0301 11009 91740 333 91203=",
"99800999999","2020-01-31T19:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0008,1","+9999,9","99999,9",,"5,99,0010,1,999","SYN040RPRN6 46/// /0000 11008 91840 333 91202=",
"99800999999","2020-01-31T20:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /0603 11009 91950 333 91205=",
"99800999999","2020-01-31T21:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","050,1,N,0031,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /0506 11009 92040 333 91207=",
"99800999999","2020-01-31T22:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","050,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0007,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /0505 11007 92140 333 91207=",
"99800999999","2020-01-31T23:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","060,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0008,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /0604 11008 92240 333 91205=",
"99800999999","2020-02-01T00:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","070,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0012,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /0704 11012 92340 333 91205=",
"99800999999","2020-02-01T01:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","100,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /1004 11010 90040 333 91205=",
"99800999999","2020-02-01T02:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","140,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9",,"5,99,0031,1,999","SYN040RPRN6 46/// /1405 11010 90140 333 91206=",
"99800999999","2020-02-01T03:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","150,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0013,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /1505 11013 90250 333 91205=",
"99800999999","2020-02-01T04:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","170,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0015,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /1703 11015 90400 333 91204=",
"99800999999","2020-02-01T05:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","180,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0014,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /1803 11014 90440 333 91204=",
"99800999999","2020-02-01T06:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","200,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0014,1","+9999,9","99999,9",,"5,99,0010,1,999","SYN040RPRN6 46/// /2001 11014 90540 333 91202=",
"99800999999","2020-02-01T07:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","230,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0012,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /2303 11012 90640 333 91203=",
"99800999999","2020-02-01T08:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /2202 11011 90740 333 91203=",
"99800999999","2020-02-01T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /2203 11011 90840 333 91203=",
"99800999999","2020-02-01T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /2204 11010 90940 333 91205=",
"99800999999","2020-02-01T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","230,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /2304 11010 91040 333 91204=",
"99800999999","2020-02-01T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","230,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0010,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /2303 11010 91140 333 91204=",
"99800999999","2020-02-01T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","190,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /1903 11009 91240 333 91204=",
"99800999999","2020-02-01T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0008,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /2402 11008 91350 333 91204=",
"99800999999","2020-02-01T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0007,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /2404 11007 91440 333 91205=",
"99800999999","2020-02-01T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0003,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /2402 11003 91540 333 91203=",
"99800999999","2020-02-01T17:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","210,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0006,1","+9999,9","99999,9",,"5,99,0010,1,999","SYN040RPRN6 46/// /2101 10006 91640 333 91202=",
"99800999999","2020-02-01T18:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","050,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0002,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /0502 10002 91740 333 91203=",
"99800999999","2020-02-01T19:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","040,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0003,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /0404 10003 91840 333 91204=",
"99800999999","2020-02-01T20:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","090,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0003,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /0904 10003 91940 333 91204=",
"99800999999","2020-02-01T21:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","110,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /1103 10004 92040 333 91204=",
"99800999999","2020-02-01T22:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","140,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0005,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /1404 10005 92200 333 91204=",
"99800999999","2020-02-01T23:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","120,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /1202 10004 92240 333 91203=",
"99800999999","2020-02-02T00:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","99999,9",,"5,99,0005,1,999","SYN040RPRN6 46/// /0000 10004 92340 333 91201=",
"99800999999","2020-02-02T01:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0002,1","+9999,9","99999,9",,"5,99,0005,1,999","SYN040RPRN6 46/// /0000 10002 90040 333 91201=",
"99800999999","2020-02-02T02:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","230,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /2303 11009 90210 333 91204=",
"99800999999","2020-02-02T03:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","180,1,N,0015,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /1803 11011 90240 333 91204=",
"99800999999","2020-02-02T04:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","190,1,N,0005,1","99999,9,9,N","999999,9,9,9","-0012,1","+9999,9","99999,9",,"5,99,0010,1,999","SYN040RPRN6 46/// /1901 11012 90400 333 91202=",
"99800999999","2020-02-02T05:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","200,1,N,0010,1","99999,9,9,N","999999,9,9,9","-0012,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /2002 11012 90440 333 91203=",
"99800999999","2020-02-02T06:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","190,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0009,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /1904 11009 90540 333 91205=",
"99800999999","2020-02-02T07:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","180,1,N,0021,1","99999,9,9,N","999999,9,9,9","-0008,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /1804 11008 90700 333 91205=",
"99800999999","2020-02-02T08:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","190,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0007,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /1905 11007 90740 333 91207=",
"99800999999","2020-02-02T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","200,1,N,0026,1","99999,9,9,N","999999,9,9,9","-0004,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /2005 11004 90840 333 91207=",
"99800999999","2020-02-02T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0036,1","99999,9,9,N","999999,9,9,9","-0003,1","+9999,9","99999,9",,"5,99,0041,1,999","SYN040RPRN6 46/// /2207 11003 90940 333 91208=",
"99800999999","2020-02-02T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","220,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0000,1","+9999,9","99999,9",,"5,99,0041,1,999","SYN040RPRN6 46/// /2207 10000 91040 333 91208=",
"99800999999","2020-02-02T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","99999,9",,"5,99,0051,1,999","SYN040RPRN6 46/// /2407 10004 91140 333 91210=",
"99800999999","2020-02-02T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0010,1","+9999,9","99999,9",,"5,99,0057,1,999","SYN040RPRN6 46/// /2408 10010 91300 333 91211=",
"99800999999","2020-02-02T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","250,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","99999,9",,"5,99,0062,1,999","SYN040RPRN6 46/// /2506 10014 91340 333 91212=",
"99800999999","2020-02-02T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0018,1","+9999,9","99999,9",,"5,99,0062,1,999","SYN040RPRN6 46/// /2409 10018 91440 333 91212=",
"99800999999","2020-02-02T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","250,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0011,1","+9999,9","99999,9",,"5,99,0057,1,999","SYN040RPRN6 46/// /2507 10011 91600 333 91211=",
"99800999999","2020-02-02T17:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","190,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0008,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /1904 10008 91640 333 91207=",
"99800999999","2020-02-02T18:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","170,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0009,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /1704 10009 91740 333 91207=",
"99800999999","2020-02-02T19:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","170,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","99999,9",,"5,99,0031,1,999","SYN040RPRN6 46/// /1705 10012 91840 333 91206=",
"99800999999","2020-02-02T20:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","180,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /1803 10014 91940 333 91205=",
"99800999999","2020-02-02T21:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","130,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0010,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /1305 10010 92040 333 91205=",
"99800999999","2020-02-02T22:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","140,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0013,1","+9999,9","99999,9",,"5,99,0036,1,999","SYN040RPRN6 46/// /1406 10013 92140 333 91207=",
"99800999999","2020-02-02T23:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","130,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0014,1","+9999,9","99999,9",,"5,99,0031,1,999","SYN040RPRN6 46/// /1305 10014 92240 333 91206=",
"99800999999","2020-02-03T00:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","140,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0013,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /1404 10013 92340 333 91205=",
"99800999999","2020-02-03T01:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","170,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0010,1","+9999,9","99999,9",,"5,99,0021,1,999","SYN040RPRN6 46/// /1703 10010 90050 333 91204=",
"99800999999","2020-02-03T02:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","170,1,N,0015,1","99999,9,9,N","999999,9,9,9","+0009,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /1703 10009 90140 333 91203=",
"99800999999","2020-02-03T03:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","99999,9",,"5,99,0041,1,999","SYN040RPRN6 46/// /2406 10012 90240 333 91208=",
"99800999999","2020-02-03T04:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","260,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0015,1","+9999,9","99999,9",,"5,99,0051,1,999","SYN040RPRN6 46/// /2607 10015 90340 333 91210=",
"99800999999","2020-02-03T05:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","270,1,N,0041,1","99999,9,9,N","999999,9,9,9","+0017,1","+9999,9","99999,9",,"5,99,0051,1,999","SYN040RPRN6 46/// /2708 10017 90440 333 91210=",
"99800999999","2020-02-03T06:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","250,1,N,0026,1","99999,9,9,N","999999,9,9,9","+0018,1","+9999,9","99999,9",,"5,99,0046,1,999","SYN040RPRN6 46/// /2505 10018 90540 333 91209=",
"99800999999","2020-02-03T07:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","250,1,N,0031,1","99999,9,9,N","999999,9,9,9","+0021,1","+9999,9","99999,9",,"5,99,0046,1,999","SYN040RPRN6 46/// /2506 10021 90640 333 91209=",
"99800999999","2020-02-03T08:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","260,1,N,0072,1","99999,9,9,N","999999,9,9,9","+0031,1","+9999,9","99999,9",,"5,99,0108,1,999","SYN040RPRN6 46/// /2614 10031 90740 333 91221=",
"99800999999","2020-02-03T09:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","280,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0033,1","+9999,9","99999,9",,"5,99,0088,1,999","SYN040RPRN6 46/// /2813 10033 90840 333 91217=",
"99800999999","2020-02-03T10:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","280,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0033,1","+9999,9","99999,9",,"5,99,0077,1,999","SYN040RPRN6 46/// /2811 10033 90940 333 91215=",
"99800999999","2020-02-03T11:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","270,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0037,1","+9999,9","99999,9",,"5,99,0093,1,999","SYN040RPRN6 46/// /2710 10037 91050 333 91218=",
"99800999999","2020-02-03T12:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","270,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0037,1","+9999,9","99999,9",,"5,99,0062,1,999","SYN040RPRN6 46/// /2709 10037 91140 333 91212=",
"99800999999","2020-02-03T13:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","270,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0038,1","+9999,9","99999,9",,"5,99,0067,1,999","SYN040RPRN6 46/// /2709 10038 91240 333 91213=",
"99800999999","2020-02-03T14:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","260,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0039,1","+9999,9","99999,9",,"5,99,0082,1,999","SYN040RPRN6 46/// /2611 10039 91340 333 91216=",
"99800999999","2020-02-03T15:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","260,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0041,1","+9999,9","99999,9",,"5,99,0077,1,999","SYN040RPRN6 46/// /2610 10041 91440 333 91215=",
"99800999999","2020-02-03T16:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","270,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0046,1","+9999,9","99999,9",,"5,99,0072,1,999","SYN040RPRN6 46/// /2710 10046 91550 333 91214=",
"99800999999","2020-02-03T17:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","260,1,N,0067,1","99999,9,9,N","999999,9,9,9","+0051,1","+9999,9","99999,9",,"5,99,0103,1,999","SYN040RPRN6 46/// /2613 10051 91650 333 91220=",
"99800999999","2020-02-03T18:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","270,1,N,0057,1","99999,9,9,N","999999,9,9,9","+0059,1","+9999,9","99999,9",,"5,99,0082,1,999","SYN040RPRN6 46/// /2711 10059 91740 333 91216=",
"99800999999","2020-02-03T19:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","270,1,N,0046,1","99999,9,9,N","999999,9,9,9","+0064,1","+9999,9","99999,9",,"5,99,0062,1,999","SYN040RPRN6 46/// /2709 10064 91840 333 91212=",
"99800999999","2020-02-03T20:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","320,1,N,0077,1","99999,9,9,N","999999,9,9,9","+0033,1","+9999,9","99999,9",,"5,99,0088,1,999","SYN040RPRN6 46/// /3215 10033 91940 333 91217=",
"99800999999","2020-02-03T21:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","320,1,N,0051,1","99999,9,9,N","999999,9,9,9","+0033,1","+9999,9","99999,9",,"5,99,0067,1,999","SYN040RPRN6 46/// /3210 10033 92100 333 91213=",
"99800999999","2020-02-03T22:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","310,1,N,0036,1","99999,9,9,N","999999,9,9,9","+0034,1","+9999,9","99999,9",,"5,99,0041,1,999","SYN040RPRN6 46/// /3107 10034 92140 333 91208=",
"99800999999","2020-02-03T23:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","300,1,N,0021,1","99999,9,9,N","999999,9,9,9","+0032,1","+9999,9","99999,9",,"5,99,0026,1,999","SYN040RPRN6 46/// /3004 10032 92240 333 91205=",
"99800999999","2020-02-04T00:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","240,1,N,0005,1","99999,9,9,N","999999,9,9,9","+0032,1","+9999,9","99999,9",,"5,99,0010,1,999","SYN040RPRN6 46/// /2401 10032 92340 333 91202=",
"99800999999","2020-02-04T01:00:00","4","43.25","-77.5833333","83.0","ROCHESTER, NY US","FM-13","99999","V020","210,1,N,0010,1","99999,9,9,N","999999,9,9,9","+0013,1","+9999,9","99999,9",,"5,99,0015,1,999","SYN040RPRN6 46/// /2102 10013 90100 333 91203=",
