"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","MD1","SA1","REM"
"99843599999","2020-01-01T00:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0004,1","+9999,9","09987,1","9,9,003,1,+999,9",,"SYN042OBGN6 46/// ///// 11004 49987 50003 90000="
"99843599999","2020-01-01T01:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0005,1","+9999,9","09987,1","4,1,000,1,+999,9",,"SYN042OBGN6 46/// ///// 10005 49987 54000 90100="
"99843599999","2020-01-01T02:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0005,1","+9999,9","09985,1","6,1,005,1,+999,9",,"SYN042OBGN6 46/// ///// 10005 49985 56005 90200="
"99843599999","2020-01-01T03:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0003,1","+9999,9","09983,1","7,1,004,1,+999,9",,"SYN042OBGN6 46/// ///// 10003 49983 57004 90300="
"99843599999","2020-01-01T04:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0004,1","+9999,9","09979,1","8,1,008,1,+999,9",,"SYN042OBGN6 46/// ///// 11004 49979 58008 90400="
"99843599999","2020-01-01T05:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","09976,1","8,1,009,1,+999,9",,"SYN042OBGN6 46/// ///// 10004 49976 58009 90500="
"99843599999","2020-01-01T06:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","09977,1","6,1,006,1,+999,9",,"SYN042OBGN6 46/// ///// 1//// 49977 56006 90600="
"99843599999","2020-01-01T07:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","09981,1","5,1,000,1,+999,9",,"SYN042OBGN6 46/// ///// 1//// 49981 55000 90700="
"99843599999","2020-01-01T08:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0002,1","+9999,9","09986,1","3,1,010,1,+999,9",,"SYN042OBGN6 46/// ///// 10002 49986 53010 90800="
"99843599999","2020-01-01T09:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0002,1","+9999,9","09987,1","1,1,010,1,+999,9",,"SYN042OBGN6 46/// ///// 10002 49987 51010 90900="
"99843599999","2020-01-01T10:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0003,1","+9999,9","09985,1","1,1,004,1,+999,9",,"SYN042OBGN6 46/// ///// 10003 49985 51004 91000="
"99843599999","2020-01-01T11:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0002,1","+9999,9","09992,1","3,1,006,1,+999,9",,"SYN042OBGN6 46/// ///// 10002 49992 53006 91100="
"99843599999","2020-01-01T12:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","09996,1","3,1,009,1,+999,9",,"SYN042OBGN6 46/// ///// 1//// 49996 53009 91200="
"99843599999","2020-01-01T13:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10002,1","1,1,017,1,+999,9",,"SYN042OBGN6 46/// ///// 1//// 40002 51017 91300="
"99843599999","2020-01-01T14:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0002,1","+9999,9","10009,1","3,1,017,1,+999,9",,"SYN042OBGN6 46/// ///// 11002 40009 53017 91400="
"99843599999","2020-01-01T15:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0004,1","+9999,9","10017,1","3,1,021,1,+999,9",,"SYN042OBGN6 46/// ///// 11004 40017 53021 91500="
"99843599999","2020-01-01T16:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0004,1","+9999,9","10018,1","1,1,016,1,+999,9",,"SYN042OBGN6 46/// ///// 11004 40018 51016 91600="
"99843599999","2020-01-01T17:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0000,1","+9999,9","10016,1","1,1,007,1,+999,9",,"SYN042OBGN6 46/// ///// 10000 40016 51007 91700="
"99843599999","2020-01-01T18:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0007,1","+9999,9","10016,1","4,1,000,1,+999,9",,"SYN042OBGN6 46/// ///// 10007 40016 54000 91800="
"99843599999","2020-01-01T19:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0012,1","+9999,9","10020,1","5,1,000,1,+999,9",,"SYN042OBGN6 46/// ///// 10012 40020 55000 91900="
"99843599999","2020-01-01T20:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0015,1","+9999,9","10027,1","3,1,011,1,+999,9",,"SYN042OBGN6 46/// ///// 10015 40027 53011 92000="
"99843599999","2020-01-01T21:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0013,1","+9999,9","10037,1","3,1,021,1,+999,9",,"SYN042OBGN6 46/// ///// 10013 40037 53021 92100="
"99843599999","2020-01-01T22:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0011,1","+9999,9","10047,1","3,1,027,1,+999,9",,"SYN042OBGN6 46/// ///// 10011 40047 53027 92200="
"99843599999","2020-01-01T23:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0009,1","+9999,9","10053,1","1,1,026,1,+999,9",,"SYN042OBGN6 46/// ///// 10009 40053 51026 92300="
"99843599999","2020-01-02T00:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10058,1","1,1,021,1,+999,9",,"SYN042OBGN6 46/// ///// 1//// 40058 51021 90000="
"99843599999","2020-01-02T01:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0007,1","+9999,9","10063,1","1,1,016,1,+999,9",,"SYN042OBGN6 46/// ///// 10007 40063 51016 90100="
"99843599999","2020-01-02T02:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0006,1","+9999,9","10066,1","1,1,013,1,+999,9",,"SYN042OBGN6 46/// ///// 10006 40066 51013 90200="
"99843599999","2020-01-02T03:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0004,1","+9999,9","10069,1","1,1,011,1,+999,9",,"SYN042OBGN6 46/// ///// 10004 40069 51011 90300="
"99843599999","2020-01-02T04:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10070,1","1,1,007,1,+999,9",,"SYN042OBGN6 46/// ///// 1//// 40070 51007 90400="
"99843599999","2020-01-02T05:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0003,1","+9999,9","10068,1","9,9,000,1,+999,9",,"SYN042OBGN6 46/// ///// 11003 40068 50000 90500="
"99843599999","2020-01-02T06:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0007,1","+9999,9","10071,1","5,1,000,1,+999,9",,"SYN042OBGN6 46/// ///// 11007 40071 55000 90600="
"99843599999","2020-01-02T07:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0014,1","+9999,9","10071,1","4,1,000,1,+999,9",,"SYN042OBGN6 46/// ///// 11014 40071 54000 90700="
"99843599999","2020-01-02T08:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0011,1","+9999,9","10075,1","3,1,007,1,+999,9",,"SYN042OBGN6 46/// ///// 11011 40075 53007 90800="
"99843599999","2020-01-02T09:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10073,1","4,1,000,1,+999,9",,"SYN042OBGN6 46/// ///// 1//// 40073 54000 90900="
"99843599999","2020-01-02T10:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0008,1","+9999,9","10071,1","9,9,000,1,+999,9",,"SYN042OBGN6 46/// ///// 11008 40071 50000 91000="
"99843599999","2020-01-02T11:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0007,1","+9999,9","10069,1","7,1,006,1,+999,9",,"SYN042OBGN6 46/// ///// 11007 40069 57006 91100="
"99843599999","2020-01-02T12:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","-0002,1","+9999,9","10068,1","7,1,005,1,+999,9",,"SYN042OBGN6 46/// ///// 11002 40068 57005 91200="
"99843599999","2020-01-02T13:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0001,1","+9999,9","10069,1","4,1,000,1,+999,9",,"SYN042OBGN6 46/// ///// 10001 40069 54000 91300="
"99843599999","2020-01-02T14:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0007,1","+9999,9","10073,1","3,1,004,1,+999,9",,"SYN042OBGN6 46/// ///// 10007 40073 53004 91400="
"99843599999","2020-01-02T15:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0020,1","+9999,9","10071,1","2,1,003,1,+999,9",,"SYN042OBGN6 46/// ///// 10020 40071 52003 91500="
"99843599999","2020-01-02T16:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+9999,9","+9999,9","10066,1","8,1,003,1,+999,9",,"SYN042OBGN6 46/// ///// 1//// 40066 58003 91600="
"99843599999","2020-01-02T17:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0037,1","+9999,9","10056,1","8,1,017,1,+999,9",,"SYN042OBGN6 46/// ///// 10037 40056 58017 91700="
"99843599999","2020-01-02T18:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0040,1","+9999,9","10047,1","8,1,024,1,+999,9",,"SYN042OBGN6 46/// ///// 10040 40047 58024 91800="
"99843599999","2020-01-02T19:00:00","4","44.703","-75.495","10.0","OGDENSBURG, NY US","FM-13","99999","V020","999,9,C,0000,1","99999,9,9,N","999999,9,9,9","+0061,1","+9999,9","10040,1","6,1,026,1,+999,9",,"SYN042OBGN6 46/// ///// 10061 40040 56026 91900="
